Date;AAPL;JNJ;NSRGY;SAN;TM
2018-06-28 00:00:00;44,03433228;102,7721939;66,95745087;4,383956432;129,0899963
2018-06-29 00:00:00;43,94176865;102,2162094;67,7714386;4,400436401;128,8099976
2018-07-02 00:00:00;44,43314362;102,4184036;68,1915741;4,383956432;127,9300003
2018-07-03 00:00:00;43,65927887;103,3702927;69,52196503;4,416918755;127,4000015
2018-07-05 00:00:00;44,01062393;105,2993851;70,01210022;4,573488235;129,0700073
2018-07-06 00:00:00;44,62067032;105,9311752;70,51100159;4,606449604;129,5599976
2018-07-09 00:00:00;45,24024963;106,1839066;70,08213043;4,655892849;130,6999969
2018-07-10 00:00:00;45,18564987;107,3042679;70,13463593;4,614690781;129,2700043
2018-07-11 00:00:00;44,59932327;106,3439407;69,80204773;4,482842445;128,0599976
2018-07-12 00:00:00;45,3470726;107,624382;69,48694611;4,507563591;129,1799927
2018-07-13 00:00:00;45,41828537;106,0828247;69,75827789;4,466360569;129,5099945
2018-07-16 00:00:00;45,31858826;105,0382538;69,9420929;4,507563591;129,5099945
2018-07-17 00:00:00;45,4467659;108,7616043;69,26813507;4,392196178;131,4499969
2018-07-18 00:00:00;45,19750595;107,6580963;69,67950439;4,4416399;132,0899963
2018-07-19 00:00:00;45,5488472;106,0912399;70,18716431;4,458120823;131,7700043
2018-07-20 00:00:00;45,44439316;106,0154266;71,27248383;4,474601269;131,8000031
2018-07-23 00:00:00;45,48474884;106,6724854;70,99240875;4,507563591;131,7299957
2018-07-24 00:00:00;45,81470871;108,972229;70,37097168;4,548766136;132,5800018
2018-07-25 00:00:00;46,24675369;108,3488617;70,77358246;4,557006836;132,2100067
2018-07-26 00:00:00;46,10194397;109,7472305;71,47380066;4,573488235;133,3300018
2018-07-27 00:00:00;45,33520126;110,8170776;71,38627625;4,614690781;134,4600067
2018-07-30 00:00:00;45,08120346;111,3393555;71,77138519;4,660628319;134,9799957
2018-07-31 00:00:00;45,17140579;111,6342163;71,34250641;4,668981552;131,8399963
2018-08-01 00:00:00;47,8324585;111,7352905;70,92237854;4,610514641;131,6300049
2018-08-02 00:00:00;49,23064041;110,5643387;71,27248383;4,526990891;131,0500031
2018-08-03 00:00:00;49,37307358;111,1540298;71,73638153;4,54369545;131,3000031
2018-08-06 00:00:00;49,62943649;111,2129974;71,6138382;4,501933575;128,4499969
2018-08-07 00:00:00;49,16416931;110,741272;72,07772064;4,54369545;128,5200043
2018-08-08 00:00:00;49,19740677;110,4969635;72,14775085;4,53534317;127,0899963
2018-08-09 00:00:00;49,58433533;110,5222321;72,03396606;4,485228539;125,4499969
2018-08-10 00:00:00;49,43665314;110,1431656;70,90488434;4,334885597;124,2300034
2018-08-13 00:00:00;49,75585175;109,6966858;70,94863892;4,209599018;123,5
2018-08-14 00:00:00;49,96548462;109,0901489;71,44754028;4,226304054;123,4499969
2018-08-15 00:00:00;50,08220291;109,8735657;71,55257416;4,134428024;121,8499985
2018-08-16 00:00:00;50,81591034;111,6004791;71,31624603;4,167838097;122,7600021
2018-08-17 00:00:00;51,83069229;113,2768784;71,81513977;4,176190376;123,2799988
2018-08-20 00:00:00;51,32569122;115,3070602;72,20027161;4,167838097;123,2699966
2018-08-21 00:00:00;51,22563934;114,0181656;72,66414642;4,25971365;122,5699997
2018-08-22 00:00:00;51,2280159;113,3948135;72,39282227;4,243009567;123,7399979
2018-08-23 00:00:00;51,33282852;113,8160172;72,3315506;4,184543133;122,2600021
2018-08-24 00:00:00;51,49243164;114,523613;72,4540863;4,226304054;122,8399963
2018-08-27 00:00:00;51,91645813;114,4133453;72,97923279;4,284771442;126,4700012
2018-08-28 00:00:00;52,33572006;113,9045715;72,72541046;4,251362324;126,0699997
2018-08-29 00:00:00;53,11706161;114,3625031;73,47813416;4,276418686;127,4800034
